booked_y_n,LeadId,Surname,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active
0,15648721,Hsueh,5,Networks,Male,64,Delhi,None,2,1,1
0,15801466,Gray,3,Networks,Female,39,Bangalore,Base,2,0,1
0,15750248,Wright,4,Networks,Female,35,Mumbai,Silver,1,0,1
0,15758726,Chiemeka,3,Networks,Female,24,Kolkata,None,2,1,1
1,15781553,Chung,5,Direct,Female,49,Ahmedabad,None,1,0,1
1,15649121,Pinto,4,Networks,Male,52,Chandigarh,None,1,0,1
0,15674811,Kellway,5,Direct,Male,29,Chandigarh,None,2,1,1
0,15646037,Sopuluchi,4,Networks,Male,77,Ahmedabad,None,3,1,1
0,15722578,Spitzer,4,Direct,Female,21,New Delhi,None,1,1,1
0,15665695,Potter,3,Networks,Female,49,Delhi,None,2,1,1
0,15801062,Matthews,3,Organic,Female,40,Delhi,None,2,1,0
0,15662955,Nicholls,4,Networks,Male,27,Mumbai,Silver,2,0,1
0,15770309,McDonald,4,Networks,Male,18,Cochin,Gold,1,1,0
0,15657386,Fiorentini,5,Direct,Male,43,Hyderabad,Silver,2,1,0
1,15777797,Kovalyova,4,Organic,Male,38,Chennai,None,1,1,1
0,15783955,Miah,4,Networks,Female,25,Delhi,Platinum,2,0,1
0,15804516,Builder,3,Networks,Male,38,Bangalore,None,1,0,1
0,15681758,Baddeley,3,Organic,Female,25,Cochin,None,2,0,1
0,15630321,Hu,4,Networks,Male,44,Chandigarh,None,2,0,1
1,15588248,Hs?,4,Networks,Female,28,Kolkata,None,2,1,1
0,15591932,Ford,4,Networks,Male,32,Chennai,None,1,0,1
0,15810347,Todd,4,Organic,Female,30,Ahmedabad,None,2,1,0
1,15595303,Johnston,5,Direct,Male,46,Chennai,Silver,1,1,1
1,15634950,Obiajulu,4,Direct,Male,57,Mumbai,Base,1,1,1
1,15685372,Azubuike,1,Organic,Male,54,Hyderabad,Gold,1,1,1
0,15745827,Padovesi,4,Networks,Male,30,Chandigarh,Silver,1,0,1
0,15755868,Farmer,3,Networks,Male,35,Surat,None,1,0,0
0,15735222,Ignatieff,5,Organic,Female,23,Chennai,None,2,1,1
0,15604804,Lu,3,Networks,Female,33,Surat,Silver,1,1,1
0,15718944,Artemiev,3,Networks,Female,37,New Delhi,None,2,0,1
0,15678626,Okonkwo,3,Organic,Female,31,Kolkata,None,2,0,0
0,15571550,Dore,4,Networks,Male,39,Ahmedabad,None,1,0,1
0,15723053,T'ang,3,Direct,Male,32,Mumbai,Platinum,2,1,0
0,15661528,Ashbolt,3,Organic,Male,47,Chennai,None,1,0,1
0,15754177,Bazarova,5,Organic,Male,53,Bangalore,Base,2,0,0
0,15683544,Buccho,4,Organic,Male,62,Chandigarh,None,1,1,1
0,15708048,Burn,4,Networks,Female,34,Delhi,Base,1,0,1
0,15701109,Andreyev,4,Networks,Female,37,Surat,None,1,1,1
0,15600110,Endrizzi,3,Direct,Female,41,Chandigarh,None,1,0,1
1,15651533,Brown,3,Direct,Female,50,Chennai,Silver,1,0,1
0,15777904,Nock,5,Networks,Female,45,Surat,None,2,1,1
0,15655574,Okeke,4,Direct,Female,40,Mumbai,Gold,1,0,1
0,15569423,Cunningham,5,Organic,Male,41,Delhi,None,2,0,1
0,15718106,Kelley,4,Networks,Male,34,New Delhi,None,2,0,0
1,15585067,Wilson,4,Organic,Male,31,Ahmedabad,Base,1,1,1
0,15675501,Woods,4,Networks,Male,59,Chennai,Gold,1,1,1
1,15633233,McFarland,2,Networks,Male,56,Hyderabad,None,1,0,1
0,15667134,Cisneros,2,Networks,Male,32,Mumbai,None,2,0,0
0,15659105,Borchgrevink,4,Networks,Female,47,Ahmedabad,None,1,0,1
0,15575409,Rozhkova,3,Direct,Male,31,New Delhi,Base,1,0,1
1,15752342,Bradley,5,Direct,Female,54,New Delhi,Silver,3,0,1
0,15654851,Obialo,5,Networks,Male,44,Bangalore,None,1,1,0
0,15741429,Hudson,4,Organic,Female,31,Ahmedabad,Base,2,1,1
0,15682356,Veltri,4,Networks,Female,37,Surat,Base,2,0,1
0,15806447,Mazzanti,4,Direct,Male,32,Kolkata,Base,2,1,1
0,15800229,Thorpe,4,Direct,Male,40,Surat,Silver,1,1,0
1,15663441,Golibe,4,Direct,Female,40,Delhi,Gold,1,0,1
0,15791991,Udinesi,5,Networks,Male,52,Delhi,None,1,1,0
0,15775082,Stewart,5,Networks,Male,42,Hyderabad,Silver,2,1,0
1,15579706,Curtis,4,Networks,Female,46,Chennai,None,1,0,1
0,15718247,Hayden,4,Organic,Female,46,Mumbai,None,2,1,1
0,15755722,H?,3,Networks,Male,24,Cochin,None,1,0,0
0,15582259,Campbell,3,Networks,Female,37,Surat,None,2,1,1
1,15716994,Green,3,Organic,Male,24,Chandigarh,Base,1,0,1
0,15586880,P'eng,3,Direct,Male,41,Bangalore,Base,2,1,1
0,15713854,Cremonesi,3,Networks,Female,37,New Delhi,None,2,0,1
0,15780835,Liang,4,Direct,Female,26,Hyderabad,Silver,1,1,1
1,15675896,Gough,4,Direct,Female,42,Surat,None,1,1,1
0,15658459,Bates,5,Organic,Male,33,Cochin,None,2,0,1
1,15658057,Padovesi,6,Organic,Female,44,Mumbai,None,3,0,1
0,15801767,Yin,5,Organic,Female,40,Mumbai,None,2,0,1
0,15569178,Kharlamov,3,Networks,Female,18,Delhi,None,1,0,1
0,15731478,Nicholls,5,Networks,Female,42,Hyderabad,None,1,0,0
0,15811236,Burns,5,Organic,Male,39,New Delhi,Silver,1,1,1
0,15746749,Fleming,4,Organic,Female,32,Chandigarh,None,2,1,1
0,15662758,Watson,4,Networks,Male,41,Kolkata,None,1,0,1
0,15709387,Obiajulu,5,Networks,Male,52,Chennai,None,1,1,1
0,15572093,Han,4,Networks,Female,24,Surat,Silver,1,0,1
1,15713826,Ferguson,4,Direct,Female,20,Kolkata,Base,1,0,0
0,15570205,Tao,4,Organic,Male,36,Chennai,None,2,1,1
0,15589348,Le Grand,6,Organic,Male,37,Delhi,Silver,1,1,1
0,15804610,Valdez,4,Networks,Female,41,Hyderabad,None,2,1,0
1,15700854,Cunningham,3,Organic,Male,35,Mumbai,None,1,0,1
0,15758836,Godfrey,4,Organic,Male,36,Chandigarh,None,2,1,0
0,15772933,Mai,3,Organic,Male,31,Mumbai,None,1,1,1
0,15809006,Walker,4,Networks,Male,23,Surat,Base,2,0,0
0,15689612,Pirozzi,3,Organic,Female,34,Mumbai,None,1,1,0
0,15744614,Feng,3,Networks,Male,37,Ahmedabad,Base,1,1,1
0,15704250,Akabueze,3,Networks,Male,34,Surat,None,2,0,0
0,15700255,Robson,6,Direct,Male,44,Mumbai,None,2,0,0
0,15669410,Yevdokimova,4,Networks,Male,30,Mumbai,Base,2,0,0
0,15807595,Ijendu,2,Direct,Male,51,Surat,Silver,2,0,1
0,15664523,Colombo,4,Direct,Female,31,Mumbai,Base,2,0,1
0,15642833,Akubundu,4,Networks,Female,30,Mumbai,None,2,0,1
1,15605279,Francis,5,Networks,Male,50,Ahmedabad,None,4,1,1
0,15713644,Marshall,4,Organic,Male,22,Chennai,None,2,0,1
0,15750466,Rhodes,5,Direct,Male,42,Hyderabad,None,1,0,1
0,15739054,Y?,4,Networks,Female,29,Delhi,None,1,1,0
0,15612771,Bell,2,Networks,Male,35,Delhi,Gold,1,1,1
0,15788483,Kerr,5,Organic,Male,38,Kolkata,None,1,0,1
0,15732832,Jideofor,5,Networks,Female,40,Chennai,None,2,0,1
0,15772892,Robertson,4,Networks,Female,49,Bangalore,None,1,0,0
0,15713843,Kao,6,Organic,Male,30,Bangalore,None,2,1,0
0,15567993,Palmer,6,Organic,Male,28,Mumbai,Silver,1,0,1
0,15617603,Mackay,6,Direct,Male,30,Chennai,Base,2,1,1
0,15744983,Burgmann,5,Organic,Male,47,Hyderabad,Silver,1,1,1
0,15630419,Davis,4,Networks,Male,44,Ahmedabad,Gold,1,0,1
0,15738828,Milano,5,Direct,Male,45,New Delhi,Gold,1,0,0
0,15778025,Dellucci,4,Direct,Male,43,Ahmedabad,Base,2,1,0
0,15799479,Coles,6,Organic,Male,33,Ahmedabad,None,1,1,1
1,15684269,Gray,5,Organic,Female,35,Chandigarh,None,1,0,1
0,15762745,Macvitie,4,Organic,Male,32,Mumbai,None,1,0,1
0,15746970,Townsend,5,Organic,Female,57,Hyderabad,None,2,1,1
0,15725024,Pope,6,Direct,Female,33,Chandigarh,None,2,1,0
0,15592116,Jensen,3,Networks,Female,39,Surat,None,2,0,1
0,15624391,Thomson,3,Organic,Female,30,Chennai,None,1,1,1
0,15567422,Chiazagomekpele,4,Networks,Male,42,New Delhi,None,2,0,1
0,15612627,Ozuluonye,4,Direct,Male,29,Chennai,Silver,2,0,1
0,15574879,Wright,4,Direct,Female,37,Bangalore,Base,2,1,0
0,15745107,Lung,5,Direct,Male,38,Chennai,Base,1,1,0
0,15734491,Lombardo,4,Organic,Female,36,Delhi,None,2,1,1
0,15675320,Leonard,5,Organic,Female,40,Chennai,None,2,0,0
0,15643824,Johnston,4,Networks,Male,33,Kolkata,Silver,2,1,0
0,15643438,P'eng,6,Networks,Male,20,Surat,None,2,0,1
0,15721730,Amechi,4,Organic,Female,44,Delhi,None,2,0,1
0,15680727,Fang,5,Networks,Male,49,Chennai,Base,1,0,1
0,15752508,Docherty,4,Direct,Male,32,Surat,None,2,1,1
0,15808846,Horton,4,Direct,Female,21,Chandigarh,Platinum,2,1,1
0,15727251,Vincent,4,Networks,Male,30,Mumbai,Base,1,0,0
0,15663489,Onio,4,Direct,Female,29,Kolkata,Silver,1,0,1
0,15683677,Schiavone,5,Organic,Male,39,Ahmedabad,None,1,1,1
0,15596414,Chandler,5,Organic,Male,41,Mumbai,Base,1,0,1
0,15730639,Fiorentino,5,Networks,Male,23,Surat,Silver,2,0,1
0,15672132,Butusov,4,Networks,Female,42,Surat,Base,1,0,0
0,15742638,Wang,5,Networks,Female,25,Delhi,None,2,1,0
1,15578603,Alexeieva,3,Direct,Female,54,Hyderabad,None,1,0,0
0,15726088,Vinogradova,2,Networks,Male,40,New Delhi,None,1,1,1
0,15682533,Hughes,6,Networks,Female,39,Surat,None,1,1,0
0,15772995,Ts'ao,3,Networks,Male,30,Bangalore,Base,1,0,1
1,15765694,Bage,3,Organic,Female,59,Hyderabad,None,1,1,0
0,15659486,Yudina,3,Direct,Male,34,Ahmedabad,None,1,0,1
1,15568963,Naquin,4,Direct,Male,34,Bangalore,Gold,1,0,1
1,15703820,Endrizzi,3,Networks,Male,42,Ahmedabad,Silver,2,0,1
0,15569410,Tang,4,Direct,Female,33,Surat,Base,2,1,1
0,15632256,Schroeder,3,Networks,Male,29,Surat,Silver,1,0,0
0,15724466,Swearingen,5,Direct,Female,41,Bangalore,None,1,0,1
0,15777639,McGregor,3,Organic,Female,23,Cochin,None,2,0,0
0,15802501,Onyeorulu,5,Direct,Male,33,Chennai,None,2,0,1
1,15778410,Clarke,3,Organic,Female,52,Surat,None,1,1,0
0,15670702,Smith,4,Networks,Male,37,Bangalore,Platinum,2,1,0
1,15704763,Kozlova,3,Direct,Female,39,Hyderabad,Silver,1,1,1
0,15645544,Nekrasov,4,Direct,Female,30,Chennai,Silver,1,0,1
0,15757646,Olague,3,Networks,Male,35,Ahmedabad,None,2,0,1
1,15701121,Holt,3,Networks,Male,38,Chennai,Base,1,1,0
1,15796313,Olsen,4,Networks,Female,36,Delhi,Platinum,2,0,1
0,15815660,Mazzi,5,Networks,Female,34,Hyderabad,Gold,1,1,1
0,15602844,Niu,5,Networks,Male,38,Surat,None,1,0,0
0,15636238,Graham,4,Networks,Male,40,Hyderabad,None,2,1,1
0,15770101,Millar,5,Direct,Male,43,New Delhi,Base,2,1,1
0,15645543,Bell,4,Networks,Female,34,Chandigarh,None,2,1,1
0,15596397,Kelly,6,Networks,Female,48,Surat,None,2,1,1
0,15770525,T'an,5,Organic,Male,28,Hyderabad,Silver,2,0,0
0,15684267,Davila,4,Direct,Male,39,Bangalore,None,2,1,1
1,15689980,Willis,5,Organic,Female,36,Delhi,Base,1,0,0
0,15633260,Dumetochukwu,3,Networks,Male,37,Hyderabad,Silver,1,1,0
0,15756471,Giles,4,Direct,Male,27,Delhi,Base,2,1,1
0,15721303,O'Meara,4,Organic,Male,34,Hyderabad,Silver,1,0,0
0,15802256,Yao,2,Networks,Male,28,Surat,Base,2,0,1
0,15725664,Wallace,3,Networks,Female,38,Mumbai,Base,1,0,0
0,15674851,T'ien,4,Networks,Male,38,Chennai,None,2,0,0
0,15701946,Ndubueze,5,Networks,Male,34,Delhi,Base,1,0,0
0,15748947,Chukwuraenye,4,Networks,Female,41,Chennai,None,1,1,1
0,15673342,K'ung,5,Networks,Male,36,Bangalore,None,2,0,1
0,15601008,Stevenson,6,Networks,Male,33,Mumbai,None,2,0,1
0,15771636,Marshall,5,Organic,Female,36,Kolkata,None,1,0,0
1,15642002,Hayward,3,Networks,Female,35,New Delhi,Base,2,0,0
0,15693381,Tipton,3,Organic,Male,38,Hyderabad,Silver,2,1,0
0,15607691,Gibson,4,Networks,Male,36,Mumbai,Platinum,1,1,1
0,15589380,Fraser,5,Direct,Male,40,Chandigarh,Base,2,1,1
1,15603846,Fang,5,Organic,Male,37,Bangalore,None,2,0,1
1,15753549,Dubinina,4,Networks,Male,25,Hyderabad,Gold,1,0,0
0,15725355,Morey,2,Networks,Female,43,Mumbai,None,1,1,0
0,15773017,Todd,5,Organic,Female,37,New Delhi,None,2,1,1
0,15625641,Forbes,4,Direct,Female,74,Chandigarh,Base,2,1,1
0,15776467,De Salis,5,Organic,Female,35,Mumbai,None,2,0,1
0,15746451,Barry,4,Organic,Male,41,Surat,None,1,1,0
0,15777922,Afamefuna,4,Organic,Male,36,Hyderabad,Platinum,2,1,1
0,15606841,Ibbott,6,Networks,Male,38,Hyderabad,None,2,0,1
0,15757648,Marshall,4,Direct,Female,35,Chennai,None,1,1,0
0,15677173,Law,3,Networks,Male,37,Ahmedabad,Base,1,0,1
1,15764170,Pinto,4,Direct,Male,44,Delhi,None,1,0,1
1,15610446,Chinedum,5,Networks,Female,51,Delhi,None,3,0,0
0,15612776,McKay,6,Organic,Female,39,Cochin,None,2,1,1
0,15794122,Otutodilinna,5,Networks,Female,59,Chandigarh,None,2,1,1
0,15774931,She,2,Networks,Male,30,Surat,Base,1,1,1
0,15779247,Pai,4,Organic,Female,24,Mumbai,None,1,0,1
0,15707078,Kruglov,3,Networks,Female,26,Hyderabad,Platinum,1,0,0
0,15605263,Chin,3,Networks,Male,33,Chennai,Silver,1,1,0
0,15607381,King,5,Direct,Female,31,Surat,Gold,2,0,1
0,15683471,Hansen,4,Networks,Male,38,Surat,None,2,0,0
1,15605037,Ting,6,Networks,Female,49,Bangalore,None,1,1,0
0,15576085,Stone,5,Networks,Male,41,Chennai,None,2,0,0
0,15770435,McLean,4,Networks,Female,50,New Delhi,Base,2,1,1
0,15592994,Zikoranachidimma,4,Networks,Female,65,Kolkata,None,2,1,1
0,15624068,Fu,5,Networks,Female,26,Kolkata,None,2,1,0
0,15595221,Trevisano,6,Direct,Female,33,Surat,Silver,1,0,1
0,15637131,Fallaci,6,Networks,Male,38,Ahmedabad,None,2,0,1
0,15613471,Wiley,3,Direct,Male,31,Bangalore,None,2,1,1
0,15583499,Chiagoziem,3,Networks,Male,32,Ahmedabad,None,1,1,1
0,15752816,Murray,3,Networks,Male,29,Chandigarh,Base,1,0,0
0,15804075,Chuang,4,Direct,Female,36,Chandigarh,None,1,0,1
0,15800517,Huang,4,Organic,Male,32,Chennai,Platinum,2,1,1
0,15712319,Chukwukere,5,Organic,Male,45,Mumbai,Gold,2,1,0
0,15797389,Hsia,4,Organic,Male,23,Ahmedabad,Base,1,1,1
0,15621432,Lee,4,Organic,Male,35,Hyderabad,None,2,0,0
0,15779390,Theus,6,Organic,Female,31,Delhi,None,1,1,1
1,15711219,Jennings,5,Direct,Female,57,Mumbai,None,1,1,1
0,15770498,Parker,5,Networks,Female,37,Delhi,Base,1,1,1
1,15678727,Tan,5,Direct,Male,45,Delhi,Base,1,0,1
0,15573893,Barry,3,Direct,Male,25,Ahmedabad,Platinum,2,1,1
1,15740104,Tuan,2,Organic,Female,22,Surat,Platinum,2,1,0
0,15792649,Patterson,3,Organic,Female,31,Ahmedabad,None,2,0,0
1,15605275,Ofodile,5,Direct,Male,45,Mumbai,Base,1,0,0
0,15572467,Chandler,3,Networks,Male,37,Chennai,None,2,1,1
0,15738219,Nash,4,Networks,Female,36,Surat,None,2,1,1
0,15600710,Atkinson,4,Networks,Male,22,Kolkata,None,1,0,1
1,15804394,Brenan,4,Direct,Male,32,Mumbai,Silver,1,0,1
0,15694188,Obidimkpa,4,Organic,Female,46,Chennai,None,2,1,0
0,15583718,Terry,4,Direct,Male,38,New Delhi,Silver,1,1,1
0,15802478,Spring,5,Organic,Male,31,New Delhi,None,2,1,1
1,15619343,Mahmood,3,Networks,Male,56,Surat,Gold,2,0,1
1,15758813,Campbell,1,Direct,Male,39,Kolkata,Base,2,0,0
0,15761374,Bellucci,5,Networks,Male,54,Ahmedabad,Base,1,1,1
0,15569209,Amaechi,2,Organic,Female,34,Chennai,None,1,1,1
0,15788539,Foxall,3,Networks,Female,34,Chandigarh,Base,1,0,1
0,15747222,Bentley,5,Organic,Female,35,Mumbai,None,2,1,1
0,15769346,Baird,3,Networks,Female,36,Hyderabad,Silver,2,0,1
0,15699634,Howard,4,Networks,Female,48,Bangalore,None,2,1,1
1,15589076,Henry,5,Networks,Male,36,Ahmedabad,None,1,1,0
0,15812338,Sopuluchukwu,2,Organic,Female,30,Surat,None,1,0,1
1,15758845,Rocher,3,Organic,Female,37,Kolkata,None,1,1,0
0,15685844,White,3,Direct,Female,35,Mumbai,Silver,1,1,0
0,15583090,Komar,3,Organic,Female,29,Mumbai,None,2,0,1
0,15587581,Russo,5,Direct,Female,33,Chennai,Silver,2,1,1
0,15633640,Loewenthal,5,Networks,Female,52,Delhi,Platinum,1,1,1
0,15573741,Aliyeva,4,Organic,Male,38,Cochin,None,1,1,1
0,15633574,Montes,5,Networks,Female,41,Delhi,Platinum,1,0,1
1,15711455,Kuo,5,Direct,Female,36,Delhi,Base,1,0,0
1,15570601,Cheng,5,Networks,Female,47,Ahmedabad,Base,1,1,1
1,15690925,McIntosh,3,Organic,Female,29,Bangalore,None,1,0,1
0,15709338,T'ao,3,Networks,Female,29,Hyderabad,Base,1,1,1
0,15780746,Tyndall,5,Networks,Male,61,Delhi,None,2,1,1
0,15681956,Bailey,4,Networks,Male,34,Ahmedabad,None,2,1,1
0,15778190,Onyekaozulu,4,Organic,Female,28,Mumbai,None,1,1,1
0,15786852,Nwachukwu,3,Direct,Female,38,Bangalore,Gold,2,1,1
1,15726494,Romani,2,Networks,Male,44,Ahmedabad,Platinum,1,0,1
0,15641183,Chin,5,Organic,Male,25,Mumbai,None,1,0,1
0,15805312,Bellucci,4,Networks,Male,45,Surat,Base,1,1,0
0,15636572,Christmas,5,Networks,Female,32,Surat,None,2,1,1
0,15632575,Moore,3,Networks,Female,70,Ahmedabad,None,1,1,1
0,15740164,Genovesi,5,Networks,Female,33,Chandigarh,None,1,1,1
0,15574947,Cartwright,4,Networks,Male,36,Mumbai,None,2,1,0
0,15597909,Johnstone,4,Direct,Male,33,Surat,Silver,1,0,1
0,15782574,Warner,4,Organic,Male,33,New Delhi,None,2,0,0
0,15734999,Stephenson,4,Organic,Male,36,Bangalore,None,1,0,1
0,15706593,Ellis,6,Organic,Female,50,Cochin,None,2,1,1
0,15766686,Nebechi,4,Direct,Female,39,Hyderabad,None,1,0,1
0,15590268,Chu,3,Organic,Male,35,Chennai,None,1,1,1
0,15763055,Onuchukwu,3,Organic,Male,31,Chennai,None,1,1,0
1,15664754,Steele,4,Direct,Male,39,Ahmedabad,Silver,4,1,0
1,15643630,Quaife,5,Organic,Male,55,Ahmedabad,None,2,0,1
0,15641043,Scott,4,Organic,Male,35,Surat,None,2,1,1
0,15768095,Yeh,3,Networks,Male,31,Ahmedabad,None,1,1,0
0,15811314,Y?,3,Direct,Female,36,Ahmedabad,Silver,2,0,1
0,15669922,Conti,3,Organic,Female,36,Bangalore,None,2,1,1
0,15707114,Holder,6,Networks,Male,30,Bangalore,None,2,1,0
0,15670602,Burgess,5,Direct,Male,24,Surat,Base,1,1,0
0,15713479,Ozuluonye,4,Networks,Male,35,New Delhi,None,2,0,1
0,15663830,De Luca,3,Organic,Male,32,New Delhi,None,2,1,1
0,15566958,Li Fonti,4,Organic,Male,39,Surat,Platinum,1,1,1
0,15680918,Freeman,4,Organic,Male,34,Mumbai,Base,1,0,1
0,15663921,Pisani,2,Networks,Male,60,Surat,None,2,1,1
0,15716324,Ignatieff,4,Networks,Female,23,Ahmedabad,Silver,1,1,1
0,15796969,Lahti,5,Networks,Male,33,Delhi,None,2,1,1
0,15574783,Perkins,3,Networks,Female,37,Hyderabad,None,2,1,1
0,15773487,Conway,4,Direct,Female,31,Mumbai,None,1,0,0
0,15802486,Hayes,2,Networks,Male,34,Chandigarh,None,2,1,1
0,15783398,Rizzo,3,Organic,Female,49,Surat,Base,1,0,1
0,15649418,Krylov,5,Networks,Female,29,Surat,Platinum,2,1,1
0,15604588,Li Fonti,6,Organic,Female,38,Chandigarh,None,2,1,0
0,15735428,Talbot,4,Organic,Female,37,Kolkata,None,2,0,0
1,15629078,Matthias,6,Direct,Female,45,Chennai,Silver,1,1,1
0,15806880,Boyle,4,Organic,Female,30,New Delhi,None,1,1,1
0,15754999,Ch'eng,3,Networks,Female,33,Mumbai,None,1,1,1
0,15781034,Mason,5,Organic,Male,67,Chennai,None,2,1,0
0,15622017,Bruno,5,Organic,Female,33,Cochin,None,1,1,1
0,15705885,Smeaton,5,Organic,Male,36,Bangalore,None,2,1,1
0,15677382,Miller,4,Organic,Female,69,Hyderabad,Base,1,1,1
0,15566843,Gotch,3,Direct,Male,20,Ahmedabad,Silver,1,1,1
0,15608387,Fu,5,Networks,Female,29,Delhi,None,2,0,1
0,15810786,O'Toole,4,Networks,Female,67,Chandigarh,None,2,1,1
0,15626983,Ledford,4,Organic,Female,48,New Delhi,None,2,1,1
0,15773605,Iadanza,4,Organic,Female,32,Chandigarh,None,2,0,1
0,15811261,Alaniz,4,Organic,Male,42,Kolkata,None,1,1,1
0,15590606,Saunders,3,Networks,Male,41,Ahmedabad,None,2,0,1
1,15576644,Lin,4,Direct,Female,29,Delhi,None,1,0,1
0,15750264,Pinto,5,Direct,Male,30,New Delhi,None,2,1,1
0,15741554,Streeter,5,Organic,Male,31,Bangalore,Base,1,1,1
0,15769051,Shaw,3,Organic,Male,25,Surat,None,1,1,0
1,15812198,Chen,3,Direct,Male,48,Hyderabad,None,1,0,0
1,15699772,Barclay,2,Direct,Female,40,Chandigarh,Silver,2,0,1
0,15744105,Kodilinyechukwu,5,Networks,Female,28,Chandigarh,Base,2,1,0
1,15739858,Otitodilichukwu,4,Networks,Male,56,Surat,None,1,1,1
0,15723720,McKenzie,3,Networks,Female,31,Surat,None,2,1,0
1,15638355,Woods,4,Networks,Female,35,Chennai,Silver,1,0,0
1,15805637,Hsing,4,Networks,Male,36,Ahmedabad,Base,3,0,1
1,15629575,Wheare,5,Networks,Male,36,Bangalore,Gold,1,0,1
0,15586243,Yobachi,4,Networks,Male,44,Mumbai,Base,1,1,1
0,15757931,Fang,6,Networks,Male,24,Chandigarh,None,2,0,1
0,15716023,Pearson,4,Networks,Male,31,Hyderabad,None,2,1,0
0,15647782,Brown,5,Direct,Male,36,Mumbai,Gold,2,0,1
1,15716609,L?,2,Direct,Male,54,Chandigarh,Silver,1,0,0
0,15623791,Padovesi,4,Organic,Female,40,Chandigarh,Base,1,0,1
0,15627262,Soto,3,Direct,Male,23,New Delhi,None,2,0,1
1,15652693,Greco,3,Networks,Female,26,Delhi,Silver,1,0,0
0,15586993,Giordano,4,Organic,Female,56,Chennai,None,2,1,1
0,15815560,Bogle,4,Direct,Male,74,Surat,None,1,1,1
0,15584930,Grimmett,5,Direct,Male,30,Chennai,Base,2,0,1
0,15799031,Ayers,3,Networks,Male,39,Chandigarh,None,2,0,1
0,15810457,Miller,5,Direct,Female,33,Ahmedabad,Gold,2,0,1
0,15697879,Webb,5,Networks,Male,30,Chandigarh,Gold,2,0,1
0,15594902,Lombardi,3,Networks,Male,38,Chandigarh,None,1,1,0
0,15799710,Wei,5,Networks,Male,37,Surat,None,1,1,0
1,15659651,Ross,3,Direct,Female,31,Surat,Base,1,0,1
0,15645956,Jideofor,2,Organic,Male,44,Chandigarh,None,1,0,1
0,15651713,King,4,Networks,Male,45,New Delhi,Gold,1,0,1
0,15737265,Nwokeocha,5,Direct,Male,39,New Delhi,Gold,1,0,0
0,15687310,Humphries,5,Organic,Male,39,Ahmedabad,None,2,0,1
1,15607347,Olisaemeka,5,Networks,Male,22,Chennai,Silver,1,0,0
0,15698321,Yobanna,4,Direct,Male,34,Chandigarh,None,2,1,1
0,15657812,Ch'iu,4,Networks,Male,52,Hyderabad,None,2,1,1
0,15569187,Fleming,4,Organic,Male,35,Ahmedabad,None,2,0,0
0,15681562,Trevisan,3,Networks,Female,43,Bangalore,Base,2,1,1
1,15615456,Aleksandrova,4,Networks,Female,37,Cochin,Base,1,0,1
1,15589793,Onwuamaeze,4,Networks,Male,53,Mumbai,Silver,1,0,1
0,15781884,Knox,4,Direct,Male,27,Ahmedabad,None,2,1,0
0,15675190,Chia,4,Networks,Male,21,Cochin,None,2,1,0
0,15600734,Townsend,4,Organic,Male,51,Chennai,Platinum,2,1,1
1,15779176,Dike,3,Direct,Female,58,Chandigarh,Base,3,1,0
1,15605286,Moyes,3,Networks,Male,55,Delhi,Base,2,1,1
1,15674922,Beavers,5,Networks,Male,54,New Delhi,Platinum,1,1,1
0,15737506,Tretiakova,4,Networks,Male,42,New Delhi,None,1,0,0
0,15780514,Fuller,5,Networks,Male,33,Mumbai,Silver,1,0,1
0,15623647,Dellucci,4,Organic,Female,36,Hyderabad,Silver,1,0,1
0,15668472,Ritchie,5,Organic,Female,24,Chennai,Platinum,2,0,0
1,15692416,Aikenhead,1,Organic,Female,52,Mumbai,Silver,3,0,1
0,15771139,Douglas,3,Direct,Male,34,Mumbai,Gold,2,0,1
1,15738318,Kung,5,Networks,Female,40,Chennai,None,1,0,1
1,15772243,MacDonald,4,Networks,Female,33,Ahmedabad,None,1,0,0
0,15638463,Okwudilichukwu,4,Direct,Female,48,Mumbai,Silver,1,1,1
0,15598088,Ni,3,Organic,Male,25,Chennai,None,2,1,1
0,15693468,Simmons,2,Organic,Female,39,Ahmedabad,Silver,1,0,0
0,15671930,H?,5,Networks,Female,36,Chennai,None,2,1,1
0,15762268,Hancock,4,Networks,Female,41,Cochin,Silver,1,0,1
0,15780954,Cran,3,Organic,Male,26,Delhi,None,2,0,1
0,15700174,McKay,5,Organic,Female,30,Kolkata,None,1,0,0
0,15635728,P'an,4,Networks,Male,41,Delhi,None,2,0,0
0,15679283,Parkhill,4,Networks,Female,33,Delhi,Silver,2,0,1
0,15591386,Golubova,4,Networks,Female,35,Chennai,None,2,0,1
0,15694192,Nwankwo,3,Organic,Female,38,New Delhi,None,2,0,0
1,15585901,Johnson,5,Organic,Male,35,Hyderabad,None,3,0,0
0,15792329,Mao,2,Direct,Male,37,Chennai,Base,2,0,1
0,15635597,Echezonachukwu,4,Networks,Male,33,Mumbai,None,2,1,1
0,15775880,McElyea,3,Networks,Female,30,Ahmedabad,None,2,1,1
0,15630913,Rosas,2,Organic,Female,69,Hyderabad,None,1,1,0
0,15756680,Phillips,4,Networks,Male,28,New Delhi,Platinum,1,0,1
0,15587913,Palerma,5,Organic,Female,40,Delhi,None,2,0,1
